id,campaign,clients,start_date,price,spend,remaining,sound_url,status,tracker,campaign_started,send_tracker,send_final_report,invoice,salespeople,report_notes,client_notes,paid_ops,created_at,updated_at
92,,Reece Rosé,4/25/2025,$625.00,$480.00,$0.00,https://open.spotify.com/album/0xkSUMH87X41cH81zxAE4T?si=08hM-E7IQdiPLeUcrJ2MmA,Completed,https://music.cobrand.com/promote/6233a2d3-6a03-4fb6-bdb8-a26c7f11d76f/share?token=uwcHGntu2Ozvc3AFc3HMnai2SunAsJWGtzZ21uqir0w,checked,checked,checked,Paid,Jared,,@djreecerose,checked,2025-09-23T21:39:18.948113+00:00,2025-09-23T21:39:18.948113+00:00
93,,VRG,4/25/2025,$250.00,$135.00,$0.00,https://open.spotify.com/track/2E5Tu2n6tsG5S3dRDkEmR7,Completed,https://music.cobrand.com/promote/bdf7ad56-eeef-489a-829f-f73fb17da6ab/share?token=S4r13LLC61KdhcZPHQpNR-tQ8t5XhQX6qO6-fxliDys,checked,checked,checked,Paid,Jared,,@vrg_music,checked,2025-09-23T21:39:18.948113+00:00,2025-09-23T21:39:18.948113+00:00
94,,Insomniac (Helene),4/23/2025,$350.00,$210.00,$0.00,https://www.instagram.com/reels/audio/4092909204362903?igsh=NTc4MTIwNjQ2YQ==,Completed,https://music.cobrand.com/promote/e591e614-816f-476e-af87-036b1a6858f8/share?token=OnMV1cTIjLybLLplUupG4rMuubn5iv0wnRoVb6rgDrs,checked,checked,checked,Paid,Jared,,@wakyin @vibarco,checked,2025-09-23T21:39:18.948113+00:00,2025-09-23T21:39:18.948113+00:00
95,,Insomniac (Helene),4/23/2025,$350.00,$210.00,$0.00,https://www.instagram.com/reels/audio/2750625768475118?igsh=NTc4MTIwNjQ2YQ==,Completed,https://music.cobrand.com/promote/0a26c3fa-908d-4056-9cd8-2d3ae05b6fce/share?token=z2rj4M115KraHLyp5q2J7aJ7Uhh4-w-b0y4YtE2385E,checked,checked,checked,Paid,Jared,,@andhim_music,,2025-09-23T21:39:18.948113+00:00,2025-09-23T21:39:18.948113+00:00
96,,,,,,,,,,,,,,,,,,2025-09-23T21:39:18.948113+00:00,2025-09-23T21:39:18.948113+00:00
97,,,,,,,,,,,,,,,,,,2025-09-23T21:39:18.948113+00:00,2025-09-23T21:39:18.948113+00:00
98,,My Bad,4/22/2025,$250.00,$135.00,$0.00,https://on.soundcloud.com/11iuYCGVmBNKjoM96,Completed,https://music.cobrand.com/promote/0689eb1f-859b-4e97-b93a-ecfe6076e4a2/share?token=YLsF8P-wSD64XVClPbiP3OnOJjS8n_W8PxqdmaMj6YY,checked,checked,checked,Paid,Jared,,@my_bad,checked,2025-09-23T21:39:18.948113+00:00,2025-09-23T21:39:18.948113+00:00
99,,Charcom,4/18/2025,$400.00,$280.00,$0.00,https://open.spotify.com/track/4iaoQCOtPjp2ed8iM6pgi4,Completed,https://music.cobrand.com/promote/d6023fd2-8d89-4b85-b9ff-f605587a3d06/share?token=93ubCJT0i_oRk75m6aiaaxg3-kuF9pt7Fvz5V9jqahI,checked,checked,checked,Paid,Jared,,@charcom16,checked,2025-09-23T21:39:18.948113+00:00,2025-09-23T21:39:18.948113+00:00
100,,Benny Brappo,4/18/2025,$275.00,$192.00,$0.00,https://open.spotify.com/track/5lL9yELPXLusIkXaH5bjw8,Completed,https://music.cobrand.com/promote/586f9912-329f-4a40-9b2a-28428bcc9658/share?token=bDYw5siJJZuq7YB6N9dxvY8h0dRQs_abbCeahce484A,checked,checked,checked,Paid,Jared,,@bennybrappo,checked,2025-09-23T21:39:18.948113+00:00,2025-09-23T21:39:18.948113+00:00
152,,Atlantic Records (Kyle),12/4/2024,$1000.00,$700.00,$0.00,N/A,Completed,https://artistinfluence.creatorcore.co/client/anyma-x-fka-twigs194,,,,Paid,Jared,,,checked,2025-09-23T21:39:18.953804+00:00,2025-09-23T21:39:18.953804+00:00
101,,Blaqout,4/18/2025,$300.00,$202.00,$0.00,https://soundcloud.com/blaqoutdubstep/iwsnt-flip,Completed,https://music.cobrand.com/promote/1e71abb6-fe25-48ba-8d6e-599154b9a7eb/share?token=y4BNWkBrklfJKRuwPSKqXF357ldpQ-6PJaI2uX4Bm-I,checked,checked,checked,Paid,Jared,Need couple more posts,"@BlaqoutDubstep, @hydrosonix",checked,2025-09-23T21:39:18.953804+00:00,2025-09-23T21:39:18.953804+00:00
102,,Daunter,4/17/2025,$250.00,$135.00,$0.00,https://open.spotify.com/track/2IwIvnhAM0zqBAKR7vnteg,Completed,https://music.cobrand.com/promote/61f92812-fbc5-4a64-9626-391451a336e6/share?token=FfTarUTN3LbxOcPkYnQqLDFM74-UpGIkN54bDuBOJU0,checked,checked,checked,Paid,Jared,,@daunter_,checked,2025-09-23T21:39:18.953804+00:00,2025-09-23T21:39:18.953804+00:00
103,,Edison Cole,4/14/2025,$250.00,$135.00,$0.00,https://on.soundcloud.com/ex25GFtstooQKtuY7,Cancelled,,,,,Paid,Jared,,@itsedisoncole,checked,2025-09-23T21:39:18.953804+00:00,2025-09-23T21:39:18.953804+00:00
104,,EAZLEY,4/14/2025,$250.00,$135.00,$0.00,https://soundcloud.com/iameazley/v7-the-days-flip/s-DclDQHGoOES?si=4dcc476ccd2d4ea09658025e1b2435d9&utm_source=clipboard&utm_medium=text&utm_campaign=social_sharing,Completed,https://music.cobrand.com/promote/b864049a-05b8-45de-bfc1-18ba84bba6b3/share?token=-4TSXrztUBI2BwhABipSVGDBIGViz74LwD7ucrqDQk8,checked,checked,checked,Paid,Jared,,@iameazley,checked,2025-09-23T21:39:18.953804+00:00,2025-09-23T21:39:18.953804+00:00
105,,Gl0bal,4/11/2025,$250.00,$135.00,$0.00,https://open.spotify.com/track/10v9kJRppLzyuCmpzY5rUu,Completed,https://music.cobrand.com/promote/8306997f-47c6-4c72-8f4e-6b7e84c6b35f/share?token=CAiXG7VE4P4kNyeD8PL8-zOyQ3e6kDJzHUoknW4Nh_Q,checked,checked,checked,Paid,Jared,,@gl0balofficial,checked,2025-09-23T21:39:18.953804+00:00,2025-09-23T21:39:18.953804+00:00
106,,Ambrxse,4/11/2025,$325.00,$227.50,$0.00,https://open.spotify.com/track/7JYJRDEELG8ZKdnKskHA5Z,Completed,https://music.cobrand.com/promote/5d1a75d8-d3df-4fbb-9b12-e185edd0bf23/share?token=grCwsiYoUusZ4Wy7L-7rH2H6yk3aEjn624ql_AFcgtA,checked,checked,checked,Paid,Jared,Problem with IG sound,@ambrxse,checked,2025-09-23T21:39:18.953804+00:00,2025-09-23T21:39:18.953804+00:00
107,,Align,4/11/2025,$200.00,$140.00,$0.00,https://soundcloud.com/louisthechild/supercharger-align-remix-feat,Completed,https://music.cobrand.com/promote/888c95b3-1c3a-4070-a3ba-b59288655a46/share?token=-TFGrQxWToWcmwurHpBIG5NYXzF2bsP-mw78l00DE_k,checked,checked,checked,Paid,Jared,,@align_music,checked,2025-09-23T21:39:18.953804+00:00,2025-09-23T21:39:18.953804+00:00
108,,Insomniac (Helene),4/11/2025,$250.00,$135.00,$0.00,https://open.spotify.com/track/2LkaBcb2W9dH3dGyPCNJlD?si=kKrCxzHYQd60XP0sBGpnrw,Completed,https://music.cobrand.com/promote/f6df39e6-a793-412a-9da2-ff90faccce99/share?token=u8UPn5EpTQ8HkiL5MfzXRjA9o8tNIUyfNd7Cu0_qTLM,checked,checked,checked,Paid,Jared,,@iamahee,checked,2025-09-23T21:39:18.953804+00:00,2025-09-23T21:39:18.953804+00:00
109,,Insomniac (Helene),4/11/2025,$250.00,$135.00,$0.00,https://open.spotify.com/track/6sStFqQdlp0L4vEXk24Ms6?si=gbwUGzVMR2uleKXhG53o0w,Completed,https://music.cobrand.com/promote/8fd6ccf9-d861-4b52-b5e9-eace18938fcf/share?token=8BrjSFFFkJLAUjZVyl0c6_U-xDgskVbQKt-U_MnEaUE,checked,checked,checked,Paid,Jared,,@layzdubz @rzrktmusic,checked,2025-09-23T21:39:18.953804+00:00,2025-09-23T21:39:18.953804+00:00
110,,Insomniac (Helene),4/11/2025,$250.00,$135.00,$0.00,https://open.spotify.com/track/1ZXuKEuTuptd2iuJXPrEF5?si=dpopjMl2TreZtvwakBhYRQ,Completed,https://music.cobrand.com/promote/7572df5e-832c-4627-9301-e837fc263e77/share?token=GlEQtd-pCOdp-l6b5QzV7vetEouR0YofRIUfMjwsCTs,checked,checked,checked,Paid,Jared,,@gentlemensclub @sarahdewarren,checked,2025-09-23T21:39:18.953804+00:00,2025-09-23T21:39:18.953804+00:00
111,,Insomniac (Helene),4/11/2025,$350.00,$245.00,$0.00,https://open.spotify.com/track/3qhf5WajCHsJibQ7cQ2qYS?si=WFOkWnHjQcS_HE5egyXEtg,Completed,https://music.cobrand.com/promote/069f67b0-9ece-45e5-8400-88ab1fc3d448/share?token=1deXXAN3PMiKqKmKiXqgcMaSEM16BoHLT1qVG5lagmQ,checked,checked,checked,Paid,Jared,,@maxstyler,checked,2025-09-23T21:39:18.953804+00:00,2025-09-23T21:39:18.953804+00:00
112,,Insomniac (Helene),4/11/2025,$350.00,$245.00,$0.00,https://open.spotify.com/track/3wlEt7tgbcyowpdlcnCwfz?si=4UcKwgk6TZei5zhD3cU_lg,Completed,https://music.cobrand.com/promote/80ae8c2c-057f-4852-8b42-31e03c199940/share?token=6sSTVb2JqnazgIAO0zPHcSpzQMmiCjydluDbfn4vlOI,checked,checked,checked,Paid,Jared,,@francismercier,checked,2025-09-23T21:39:18.953804+00:00,2025-09-23T21:39:18.953804+00:00
113,,Kozmoz,4/10/2025,$350.00,$205.00,$0.00,https://soundcloud.com/iamkozmoz/the-backrooms-experience,Completed,https://music.cobrand.com/promote/81814921-0c80-438a-9ef9-d9b748b10900/share?token=jwxn30EeN_SgycTzIZYFTYGJePxrpVljl0xW8T_jjbI,checked,checked,checked,Paid,Jared,,@kozmozmusic,checked,2025-09-23T21:39:18.953804+00:00,2025-09-23T21:39:18.953804+00:00
114,,Keel,4/8/2025,$500.00,$350.00,$0.00,https://on.soundcloud.com/R9kWAGo2RDi6dFQA7,Completed,https://music.cobrand.com/promote/ab8e49fa-e9f9-4a27-97f4-41c3b718a940/share?token=USVtbVL2YbcGlsmNEv7E4IOw7KbtdeVAgW76thISMVI,checked,checked,checked,Paid,Jared,,@drfresch,checked,2025-09-23T21:39:18.953804+00:00,2025-09-23T21:39:18.953804+00:00
115,,Dark Roast,4/4/2025,$500.00,$370.00,$0.00,https://open.spotify.com/track/4eTcsnhvSpCqraE0OQRr5T,Completed,https://music.cobrand.com/promote/d601cde3-345a-4c0c-83a5-41a20fbc4dd1/share?token=Jc7OvnySoweyXSihEggOlvZOsUN8hhA2svcZjTP6bFo,checked,checked,checked,Paid,Jared,,@madgrrlmusic,checked,2025-09-23T21:39:18.953804+00:00,2025-09-23T21:39:18.953804+00:00
116,,Myles O'Neal,4/3/2025,$400.00,$280.00,$0.00,https://open.spotify.com/track/5yEtQbDRIGYT5j6q5Yf91B,Completed,https://music.cobrand.com/promote/77aaa512-2fba-491e-9755-d1b9a8da6b38/share?token=d5hdHvx_WXhJnfeEzLqtUbaG79n0YbdyVRxrUMS9qJg,,checked,checked,Paid,Jared,,,checked,2025-09-23T21:39:18.953804+00:00,2025-09-23T21:39:18.953804+00:00
117,,Daunter,3/28/2025,$250.00,$250.00,$0.00,https://soundcloud.com/daunter-music/in-your-head-daunter-redux?si=3d7526db07d6488498ab490ec2b5aad5&utm_source=clipboard&utm_medium=text&utm_campaign=social_sharing,Completed,https://music.cobrand.com/promote/ca670973-bfa8-4906-97dc-0db404001106/share?token=bc3jqI8A-gF_OTWg1RTSzhIL9GwAl_mMWFHyzW8BLu4,checked,checked,,Paid,Jared,,,checked,2025-09-23T21:39:18.953804+00:00,2025-09-23T21:39:18.953804+00:00
118,,Hgods,3/24/2025,$250.00,$135.00,$0.00,https://open.spotify.com/track/0mgknu0NQIMgzqiqiYC2wz,Completed,https://music.cobrand.com/promote/acd50c3b-8c2a-475a-a163-a57fab8d2d78/share?token=CnviuFMIqgl5TrLbTyifWEWy59rMgcg8KWoKxdKx3z0,checked,checked,checked,Paid,Katt,"Post redone, performing well",,checked,2025-09-23T21:39:18.953804+00:00,2025-09-23T21:39:18.953804+00:00
119,,Code Red,3/21/2025,$500.00,$350.00,$0.00,https://open.spotify.com/track/3VxX50qusOHWNIAlhTiSgN,Completed,https://music.cobrand.com/promote/c4acddd5-813e-4bc4-a389-280cdb16dfe9/share?token=1EaukcGhxRxsShqE3LslIU7sKfEkhObscQraJIsAdIE,checked,checked,,Paid,Jared,,,checked,2025-09-23T21:39:18.953804+00:00,2025-09-23T21:39:18.953804+00:00
120,,Strobez,3/21/2025,$0.00,$135.00,$0.00,https://soundcloud.com/strobez-music/inhale-exhale-rmx,Completed,https://music.cobrand.com/promote/8c7b630e-a1a2-40a6-8449-73621d828cde/share?token=zjnhWC3FurmrzVAKHpej5ipW-X90ispMPJy0EcCVMTY,checked,checked,,N/A,Jared,,,checked,2025-09-23T21:39:18.953804+00:00,2025-09-23T21:39:18.953804+00:00
121,,Amit Prim8,3/21/2025,$350.00,$250.00,$0.00,https://open.spotify.com/track/0e2ivWr62WqY9pPWz3e9Qt,Completed,https://music.cobrand.com/promote/99a3e8c3-cdf9-46b2-abb4-f63c3b701c1b/share?token=89zOWaqYHM5r_ix1avsUPd7Kvfg0R61T4Ci4aTmoNRU,checked,checked,,Paid,Jared,,,checked,2025-09-23T21:39:18.953804+00:00,2025-09-23T21:39:18.953804+00:00
122,,Luhv,3/20/2025,$250.00,$135.00,$0.00,https://soundcloud.com/luhvmusic/chief-keef-semi-on-em-luhv-remix?ref=clipboard&p=i&c=1&si=22F77A39A7044497A831982320816ED2&utm_source=clipboard&utm_medium=text&utm_campaign=social_sharing,Completed,https://music.cobrand.com/promote/64ba99b7-4422-4e46-8240-d3434b0b3c9a/share?token=Z_WfzDx1h_c3fXPTQFUWuqDvMKUL160NV3KaDJpGv10,,checked,checked,Paid,Jared,,,checked,2025-09-23T21:39:18.953804+00:00,2025-09-23T21:39:18.953804+00:00
124,,Birdsall,3/10/2025,$250.00,$135.00,$0.00,https://open.spotify.com/track/0ZQsYsAoQW6jH0IYJac0Ni,Completed,https://music.cobrand.com/promote/0bde9238-149a-42d6-aabe-5f6a92c36ed1/share?token=uE8MUd0T8O5HgQmPqtujDyFLYnskVQpUq-ShqHoXmZA,,checked,checked,Paid,Jared,,,checked,2025-09-23T21:39:18.953804+00:00,2025-09-23T21:39:18.953804+00:00
125,,"Jared,TYPHON",3/7/2025,$135.00,$135.00,$0.00,,Completed,https://music.cobrand.com/promote/d91986a1-3914-48a5-a6b2-5324190f4769/share?token=JZD4byjuXb2G0qMLqssA20BV6bcISHUZ8V7QAUTHGps,,checked,checked,N/A,Jared,,,checked,2025-09-23T21:39:18.953804+00:00,2025-09-23T21:39:18.953804+00:00
126,,Dubloadz,3/7/2025,$250.00,$135.00,$0.00,,Completed,https://music.cobrand.com/promote/9a0b226a-682b-48e4-a22b-1ec536895a3d/share?token=OcZ2tgK9BOIiuMqd4K7odJWgkxhAxUB8d-d51WRu5xI,,checked,checked,Paid,Jared,,,checked,2025-09-23T21:39:18.953804+00:00,2025-09-23T21:39:18.953804+00:00
127,,Dubloadz,3/7/2025,$250.00,$135.00,$0.00,https://open.spotify.com/track/1CDOgZv1l5OpELGrbb7NQY,Completed,https://music.cobrand.com/promote/9a0b226a-682b-48e4-a22b-1ec536895a3d/share?token=OcZ2tgK9BOIiuMqd4K7odJWgkxhAxUB8d-d51WRu5xI,,checked,checked,Paid,Jared,,,checked,2025-09-23T21:39:18.953804+00:00,2025-09-23T21:39:18.953804+00:00
128,,EAZLEY,3/4/2025,$225.00,$110.00,$0.00,https://open.spotify.com/track/368nPo3GHkLpiyOUnyBKBs,Completed,https://music.cobrand.com/promote/040fbffe-60c5-4417-99da-0267e9a3a4d7/share?token=e_vTPdorT2IfN8GbJE7iymy_X5EG24KDgiSQYDT8vug,,checked,,Paid,Jared,,,checked,2025-09-23T21:39:18.953804+00:00,2025-09-23T21:39:18.953804+00:00
129,,"Jared,dack janiels",2/28/2025,$135.00,$135.00,$0.00,https://soundcloud.com/artistinfluence/pa/s-ESRXqFH6S0h?si=3b24effa564d4c66b3a12fab12beba5d&utm_source=clipboard&utm_medium=text&utm_campaign=social_sharing,Completed,https://music.cobrand.com/promote/d6a4a8ef-9244-4694-911d-205f80729cee/share?token=1Ow8luhKwJXagZy40pHuTEoEaqslvc9tJExLcTVFLQY,,checked,,N/A,Jared,,,checked,2025-09-23T21:39:18.953804+00:00,2025-09-23T21:39:18.953804+00:00
130,,Medium Rare,2/27/2025,$700.00,$700.00,$0.00,,Completed,https://music.cobrand.com/promote/0b70b4e4-24f7-4845-8f53-9c085bda8370/share?token=WoglpXrrZZ37ajOiptkr-O-2V7rHBRsZNaP7ukZSGXQ,,checked,,Paid,Jared,,,checked,2025-09-23T21:39:18.953804+00:00,2025-09-23T21:39:18.953804+00:00
131,,Xarobaby,2/26/2025,$300.00,$148.00,$0.00,https://open.spotify.com/track/6MyOqbIUcvKJT0EefzxvO0,Completed,https://artistinfluence.creatorcore.co/client/xarobaby---let-you-go194,,,,Paid,Jared,,,checked,2025-09-23T21:39:18.953804+00:00,2025-09-23T21:39:18.953804+00:00
132,,Ultra,2/24/2025,$2000.00,$1400.00,$0.00,https://open.spotify.com/track/4WMKgeG9P3P0Rw9VMP8Ozr,Completed,https://music.cobrand.com/promote/5b83ac78-41fc-4a68-8391-766f6d09ec84/share?token=0I5AkYWoPVLJ8daVEfBb0W3uSGxe463EPwCBFjq7kgU,,checked,checked,Paid,Jared,,,checked,2025-09-23T21:39:18.953804+00:00,2025-09-23T21:39:18.953804+00:00
133,,It's A Ten Records,2/21/2025,$1000.00,$700.00,$700.00,https://www.dropbox.com/scl/fi/mxckfrqqp5v8hepzfm9fz/POODA-FINAL-V2.wav?rlkey=asi7xnzvchqorg1maygg26d6i&st=xjupxusy&dl=0,Cancelled,https://artistinfluence.creatorcore.co/client/yung-pooda---frfr194,,,,Paid,Jared,,,checked,2025-09-23T21:39:18.953804+00:00,2025-09-23T21:39:18.953804+00:00
134,,VIRX,2/21/2025,$250.00,$250.00,$0.00,https://soundcloud.com/virxmusic/otakuhotgirl/s-VGdLMf4mCtB?si=6867dfaee5344a8a9000bb89cd60ff43&utm_source=clipboard&utm_medium=text&utm_campaign=social_sharing,Completed,https://artistinfluence.creatorcore.co/client/otaku-hot-girl-virx-flip194,,checked,,Paid,Jared,,,checked,2025-09-23T21:39:18.953804+00:00,2025-09-23T21:39:18.953804+00:00
135,,"CURE97,Dirty Audio,GOLD",2/21/2025,$300.00,$300.00,$0.00,https://artistinfluence.creatorcore.co/list/dirty-audio-cure97-gold---reborn-194,Completed,https://artistinfluence.creatorcore.co/client/cure97-dirty-audio---reborn194,,checked,,Paid,Jared,,,checked,2025-09-23T21:39:18.953804+00:00,2025-09-23T21:39:18.953804+00:00
136,,CELO,2/21/2025,$350.00,$250.00,$0.00,https://open.spotify.com/track/54vPWq7mkRQDnSBclBH5S9,Completed,https://artistinfluence.creatorcore.co/client/celo---take-it-back194,,checked,,Paid,Jared,,,checked,2025-09-23T21:39:18.953804+00:00,2025-09-23T21:39:18.953804+00:00
137,,Dubloadz,2/17/2025,$250.00,$250.00,$0.00,https://music.cobrand.com/promote/7e25d9fa-4ca1-4244-af06-7c8b197af554/share?token=dxa6zG8s-Xal7fiHNrwS0a1PKLbxzAu_MNVSw9LJSfk,Completed,https://music.cobrand.com/promote/7e25d9fa-4ca1-4244-af06-7c8b197af554/share?token=dxa6zG8s-Xal7fiHNrwS0a1PKLbxzAu_MNVSw9LJSfk,,checked,checked,Paid,Jared,,,checked,2025-09-23T21:39:18.953804+00:00,2025-09-23T21:39:18.953804+00:00
138,,Kozmoz,2/14/2025,$250.00,$250.00,$0.00,https://soundcloud.com/iamkozmoz/kozmoz-x-micah-martin-x-talix/s-EHP8J3sTduG?si=09f406214ac649fcb1e6741fd7724695&utm_source=clipboard&utm_medium=text&utm_campaign=social_sharing,Completed,https://artistinfluence.creatorcore.co/client/kozmoz-micah-martin-talix---the-kill194,,checked,,Paid,Jared,,,checked,2025-09-23T21:39:18.953804+00:00,2025-09-23T21:39:18.953804+00:00
139,,Jared,2/14/2025,$135.00,$135.00,$0.00,https://drive.google.com/file/d/1BbFFPhSRJzlOLK7-KQu6_L5Va6-JS0SC/view?usp=drive_link,Completed,https://artistinfluence.creatorcore.co/client/odd-language---strappa194,checked,checked,,Paid,Jared,,,checked,2025-09-23T21:39:18.953804+00:00,2025-09-23T21:39:18.953804+00:00
140,,Beacon,2/14/2025,$250.00,$250.00,$0.00,https://open.spotify.com/track/1U7JYktClcAapiFuROzS23,Completed,https://artistinfluence.creatorcore.co/client/slippy-7ky---catch-your-eye194,checked,,,Paid,Jared,,,checked,2025-09-23T21:39:18.953804+00:00,2025-09-23T21:39:18.953804+00:00
141,,"Beacon,AMAGII",2/5/2025,$350.00,$350.00,$0.00,https://artistinfluence.creatorcore.co/client/reaper-amagii---body-work194,Completed,https://music.cobrand.com/promote/d49d51d6-ceb8-4141-8498-4cf8872e6df4/share?token=XMJ9VrRs4wCh6JaWfqZJKr_BY5iBpVgnOvfntJRayeQ,,checked,,Paid,Jared,,,checked,2025-09-23T21:39:18.953804+00:00,2025-09-23T21:39:18.953804+00:00
142,,"Jared,WHYNOTUS",1/24/2025,$335.00,$335.00,$0.00,https://on.soundcloud.com/XrrjM8vAJDuDtN2K8,Completed,https://artistinfluence.creatorcore.co/client/whynotus---rob-the-casino194,,checked,,Paid,Jared,,,checked,2025-09-23T21:39:18.953804+00:00,2025-09-23T21:39:18.953804+00:00
143,,CELO,1/17/2025,$350.00,$350.00,$0.00,https://on.soundcloud.com/xBaZQGrvPJER5e3v7,Completed,N/A,,,,Paid,Jared,,,checked,2025-09-23T21:39:18.953804+00:00,2025-09-23T21:39:18.953804+00:00
144,,Atlantic Records (Kyle),1/1/2025,$2000.00,$1400.00,$0.00,N/A,Completed,https://artistinfluence.creatorcore.co/client/anyma-sphere194,,,,Paid,Jared,,,checked,2025-09-23T21:39:18.953804+00:00,2025-09-23T21:39:18.953804+00:00
145,,Jared,12/20/2024,$150.00,$150.00,$0.00,https://soundcloud.com/artistinfluence/df/s-w57T5Mx0AQ1?si=90fe19057fc44618a253bcb85e0c9c3b&utm_source=clipboard&utm_medium=text&utm_campaign=social_sharing,Completed,N/A,,,,Paid,Jared,,,checked,2025-09-23T21:39:18.953804+00:00,2025-09-23T21:39:18.953804+00:00
146,,EAZLEY,12/12/2024,$250.00,$250.00,$0.00,https://on.soundcloud.com/DoWzJhHmqEKKiXsm7,Completed,https://artistinfluence.creatorcore.co/client/nanana---eazley-remix194,,,checked,Paid,Jared,,,checked,2025-09-23T21:39:18.953804+00:00,2025-09-23T21:39:18.953804+00:00
147,,Neon Pony,12/5/2024,$1500.00,$1200.00,$0.00,https://soundcloud.com/neonponymusic/beats-in-hidden-retreats-episode-1-live-in-fiji/s-pF7EMRAG55s?si=8c88f596047942909b56e03f8ba6a4d9&utm_source=clipboard&utm_medium=text&utm_campaign=social_sharing,Completed,https://artistinfluence.creatorcore.co/client/neon-pony---fiji-mix194,,,,Paid,Jared,,PR: https://drive.google.com/drive/folders/1flxw0Tdiz7o1nn-3_assWzefLH6bgRnk?usp=sharing,,2025-09-23T21:39:18.953804+00:00,2025-09-23T21:39:18.953804+00:00
148,,,,,,,,,,,,,,,,,,2025-09-23T21:39:18.953804+00:00,2025-09-23T21:39:18.953804+00:00
149,,,,,,,,,,,,,,,,,,2025-09-23T21:39:18.953804+00:00,2025-09-23T21:39:18.953804+00:00
150,,,,,,,,,,,,,,,,,,2025-09-23T21:39:18.953804+00:00,2025-09-23T21:39:18.953804+00:00
151,,AMAGII,12/4/2024,$125.00,$175.00,$125.00,https://soundcloud.com/itsamagii/dimension-dj-turn-it-up-amagii-remix-final,Cancelled,https://artistinfluence.creatorcore.co/client/dj-turn-it-up---amagii-remix194,,,,Paid,Jared,,,checked,2025-09-23T21:39:18.953804+00:00,2025-09-23T21:39:18.953804+00:00
153,,Judge & Jury,11/20/2024,$200.00,$200.00,$0.00,,Completed,https://artistinfluence.creatorcore.co/client/butcher-babies---sincerity194,,,,Paid,Jared,,,checked,2025-09-23T21:39:18.953804+00:00,2025-09-23T21:39:18.953804+00:00
154,,,,,,,,,,,,,,,,,,2025-09-23T21:39:18.953804+00:00,2025-09-23T21:39:18.953804+00:00
155,,,,,,,,,,,,,,,,,,2025-09-23T21:39:18.953804+00:00,2025-09-23T21:39:18.953804+00:00
156,,,,,,,,,,,,,,,,,,2025-09-23T21:39:18.953804+00:00,2025-09-23T21:39:18.953804+00:00
157,,,,,,,,,,,,,,,,,,2025-09-23T21:39:18.953804+00:00,2025-09-23T21:39:18.953804+00:00
158,,,,,,,,,,,,,,,,,,2025-09-23T21:39:18.953804+00:00,2025-09-23T21:39:18.953804+00:00
159,,Kryture,,,,,,,,,,,,,,,,2025-09-23T21:39:18.953804+00:00,2025-09-23T21:39:18.953804+00:00
160,,,,,,,,,,,,,,,,,,2025-09-23T21:39:18.953804+00:00,2025-09-23T21:39:18.953804+00:00
161,,,,,,,,,,,,,,,,,,2025-09-23T21:39:18.953804+00:00,2025-09-23T21:39:18.953804+00:00
