Campaign,Clients,Service Type,Goal,Remaining,Desired Daily,URL,Start Date,Status,Confirm Start Date?,Ask for Access,Ask Client for YT SS,Views Stalled?,Paid R?,Sale Price,Invoice,Comments,In Fixer?,Client Notes
Mike Posner & Getter - Cooler Than Me (Lyric Video),Dim Mak,LATAM Display,30000,0,5000,https://www.youtube.com/watch?v=lesPEfEOKvQ,5/16/2025,Complete,,,,,Yes,$180,Paid,https://docs.google.com/spreadsheets/d/1Vz0KwKr8vn0gILnDBPrCUqeAgmakMf11iZ67k4DB-Bg/edit?usp=sharing,checked,
Mike Posner & Getter - Cooler Than Me (Lyric Video),Dim Mak,US Website,10000,9000,2000,https://www.youtube.com/watch?v=lesPEfEOKvQ,5/16/2025,Complete,,,,,Yes,$180,Paid,https://docs.google.com/spreadsheets/d/1Vz0KwKr8vn0gILnDBPrCUqeAgmakMf11iZ67k4DB-Bg/edit?usp=sharing,checked,
Mike Posner & NIIKO X SWAE - Cooler Than Me (Lyric Video),Dim Mak,US Website,10000,0,2000,https://www.youtube.com/watch?v=VIBOT42O6sg,5/16/2025,Complete,,,,,Yes,$120,Paid,https://docs.google.com/spreadsheets/d/1S6_aIvDKr6fMHR03lRa1D8VBjZoN88fd83gzWAPF8vM/edit?usp=sharing,checked,
Mike Posner & NIIKO X SWAE - Cooler Than Me (Lyric Video),Dim Mak,LATAM Display,30000,-2000,5000,https://www.youtube.com/watch?v=VIBOT42O6sg,5/16/2025,Complete,,,,checked,Yes,$180,Paid,https://docs.google.com/spreadsheets/d/1S6_aIvDKr6fMHR03lRa1D8VBjZoN88fd83gzWAPF8vM/edit?usp=sharing,checked,
PLS&TY & x.o.anne - Leave The Light On (KVSH Remix) [Lyric Video],Dim Mak,LATAM Display,30000,19000,5000,https://www.youtube.com/watch?v=nqzq0C5LJEw,5/16/2025,Complete,,,,,Yes,$180,Paid,https://docs.google.com/spreadsheets/d/1segwUdrX_oWufBIIocwT6ckc54Mttn0D2P8nXjQxTbw/edit?usp=sharing,checked,
PLS&TY & x.o.anne - Leave The Light On (KVSH Remix) [Lyric Video],Dim Mak,US Website,10000,10000,2000,https://www.youtube.com/watch?v=nqzq0C5LJEw,5/16/2025,Complete,,,,,Yes,$120,Paid,https://docs.google.com/spreadsheets/d/1segwUdrX_oWufBIIocwT6ckc54Mttn0D2P8nXjQxTbw/edit?usp=sharing,checked,
PROPPAGANDA - All Talk,PROPPAGANDA,US Skip,40000,-35000,5000,https://www.youtube.com/watch?v=0u82nxhOZmQ,5/15/2025,Complete,,checked,,checked,Yes,$500,Paid,https://docs.google.com/spreadsheets/d/10DAMHCcqocVcUsISzVjFhktUnTw6SKsgIfSz1CKdwMo/edit?usp=sharing,checked,
Andhim - Feel The Love,Insomniac (Helene),LATAM Display,90000,90000,10000,https://youtu.be/nsGHOMy9lxY,5/13/2025,Complete,,checked,,,Yes,$500,Paid,https://docs.google.com/spreadsheets/d/1nwDPHM75clzh8CLLtEYUHNBEhQmd3xvkMfublS8uU-8/edit?usp=sharing,,
Dim Mak Miami 2025,Dim Mak,LATAM Display,30000,0,5000,https://www.youtube.com/watch?v=dBBK2fHfTSs,5/9/2025,Complete,,,,,Yes,$180,Paid,https://docs.google.com/spreadsheets/d/1-nTSRUHAkPkGbDc6cSkmKI7FCUweXHgnAk7pjRvB1e0/edit?usp=sharing,checked,
Dim Mak Miami 2025,Dim Mak,US Skip,10000,4000,5000,https://www.youtube.com/watch?v=dBBK2fHfTSs,5/9/2025,Complete,,,,,Yes,$120,Paid,https://docs.google.com/spreadsheets/d/1-nTSRUHAkPkGbDc6cSkmKI7FCUweXHgnAk7pjRvB1e0/edit?usp=sharing,checked,
NIIKO X SWAE - International Party Girl,Dim Mak,US Skip,10000,10000,5000,https://www.youtube.com/watch?v=g1fIXxAlMiI,5/9/2025,Complete,,,,checked,Yes,$120,Paid,https://docs.google.com/spreadsheets/d/1nkL-z104rJXIDhF_WY-pyB7pBLY00kfSoRyQ1baKmKA/edit?gid=0#gid=0,checked,
NIIKO X SWAE - International Party Girl,Dim Mak,LATAM Display,30000,23000,5000,https://www.youtube.com/watch?v=g1fIXxAlMiI,5/9/2025,Complete,,,,,Yes,$180,Paid,https://docs.google.com/spreadsheets/d/1nkL-z104rJXIDhF_WY-pyB7pBLY00kfSoRyQ1baKmKA/edit?gid=0#gid=0,checked,
Z3LLA - Origami,Dim Mak,US Skip,10000,9000,5000,https://www.youtube.com/watch?v=R9MqN3JrILk,5/9/2025,Complete,,,,,Yes,$120,Paid,https://docs.google.com/spreadsheets/d/1bW5nimDnOkFUM8YOUiseVCUm6X7kBObqU1rfIRhVpnU/edit?gid=0#gid=0,checked,
Z3LLA - Origami,Dim Mak,LATAM Display,30000,0,5000,https://www.youtube.com/watch?v=R9MqN3JrILk,5/9/2025,Complete,,,,,Yes,$180,Paid,https://docs.google.com/spreadsheets/d/1bW5nimDnOkFUM8YOUiseVCUm6X7kBObqU1rfIRhVpnU/edit?gid=0#gid=0,checked,
Annabel Stirling - Heaven In Hell,Annabel Stirling,EUR Website,40000,16,5000,https://youtu.be/MewmbzItEzs,5/7/2025,Complete,,,,,Yes,$120,Paid,https://docs.google.com/spreadsheets/d/18aDFAei6PdKTfMmgqZbnzuBdUuVaE1SDTre3brYDL6g/edit?gid=0#gid=0,checked,
LMLU (Carbon Sigil Remix),Carbon Sigil,EUR Display,10000,10000,2000,https://www.youtube.com/watch?v=GM-m4hHQ2-M,5/2/2025,Complete,,,,,Yes,$120,Paid,https://docs.google.com/spreadsheets/d/18PoyguUDACR3jQ_5ZbFbXLm6Jdp4_cEoLTFOnizQnHA/edit?gid=0#gid=0,,
PLS&TY & Miggy Dela Rosa - Into The Light,Dim Mak,EUR Website,10000,10000,,https://www.youtube.com/watch?v=Hr0R6LWlbYU,5/2/2025,Complete,checked,,,,Yes,$120,Paid,https://docs.google.com/spreadsheets/d/1xXkIwRa0f9-z9qXVqk8cqj8BBF9qyqQ1wJBz-QOfgY4/edit?gid=0#gid=0,checked,
PLS&TY & Miggy Dela Rosa - Into The Light,Dim Mak,LATAM Display,30000,-26000,4000,https://www.youtube.com/watch?v=Hr0R6LWlbYU,5/2/2025,Complete,checked,,,,Yes,$120,Paid,https://docs.google.com/spreadsheets/d/1xXkIwRa0f9-z9qXVqk8cqj8BBF9qyqQ1wJBz-QOfgY4/edit?gid=0#gid=0,checked,
Mobley - Now Forever,Eye In The Sky,EUR Display,10000,0,,https://www.youtube.com/watch?v=yJuC51e6qJ0,5/1/2025,Complete,,,,checked,Yes,$120,Paid,https://docs.google.com/spreadsheets/d/1sF8klHQhR3ZRYzis5ku4cVFfIXlQ5u0KZq4k3dPM0E4/edit?gid=0#gid=0,checked,
Mobley - Now Forever,Eye In The Sky,LATAM Website,20000,-9000,,https://www.youtube.com/watch?v=yJuC51e6qJ0,5/1/2025,Complete,,,,,Yes,$130,Paid,https://docs.google.com/spreadsheets/d/1sF8klHQhR3ZRYzis5ku4cVFfIXlQ5u0KZq4k3dPM0E4/edit?gid=0#gid=0,checked,
Dani Thorne & Luxtides - That’s My Name,Dim Mak,EUR Website,10000,10000,,https://www.youtube.com/watch?v=sU68VQ3sgFQ,4/25/2025,Complete,checked,,,checked,Yes,$120,Paid,https://docs.google.com/spreadsheets/d/1OD_Kaqp-dMODpdx5qR0J0mgllsSp3e3npxts8zH0vcg/edit?gid=0#gid=0,checked,
Dani Thorne & Luxtides - That’s My Name,Dim Mak,LATAM Display,30000,9000,4000,https://www.youtube.com/watch?v=sU68VQ3sgFQ,4/25/2025,Complete,,,,,Yes,$180,Paid,https://docs.google.com/spreadsheets/d/1OD_Kaqp-dMODpdx5qR0J0mgllsSp3e3npxts8zH0vcg/edit?gid=0#gid=0,checked,
TRICKSTAR & Gladez- Left Right,Dim Mak,EUR Website,10000,10000,,https://www.youtube.com/watch?v=fJHRmpY9YHA,4/25/2025,Complete,checked,,,checked,Yes,$120,Paid,https://docs.google.com/spreadsheets/d/1pvBqTWypi9RDgL4fIMqSL8SnJ2eAYrLId9i0FKm98hg/edit?gid=0#gid=0,checked,
TRICKSTAR & Gladez- Left Right,Dim Mak,LATAM Display,30000,11000,4000,https://www.youtube.com/watch?v=fJHRmpY9YHA,4/25/2025,Complete,,,,,Yes,$180,Paid,https://docs.google.com/spreadsheets/d/1pvBqTWypi9RDgL4fIMqSL8SnJ2eAYrLId9i0FKm98hg/edit?gid=0#gid=0,checked,
Vincent - Desire!,Dim Mak,EUR Website,10000,10000,,https://www.youtube.com/watch?v=dxMMtrSoDTw,4/25/2025,Complete,checked,,,,Yes,$120,Paid,https://docs.google.com/spreadsheets/d/1eeSeAwiWQKbLAjB4to7fSJ3V0Rf3swfROdX8vLSEHYE/edit?gid=0#gid=0,,
Vincent - Desire!,Dim Mak,LATAM Display,30000,9000,4000,https://www.youtube.com/watch?v=dxMMtrSoDTw,4/25/2025,Complete,,,,checked,Yes,$180,Paid,https://docs.google.com/spreadsheets/d/1eeSeAwiWQKbLAjB4to7fSJ3V0Rf3swfROdX8vLSEHYE/edit?gid=0#gid=0,,
 TOPANGA HILLS MAFIA - Without U,Dim Mak,LATAM Display,35000,35000,4000,https://www.youtube.com/watch?v=s2zOpiXO-kA,4/22/2025,Complete,,,,checked,Yes,$200,Paid,https://docs.google.com/spreadsheets/d/1icCsx3UFTA3EK7MpgjQS3sbclmX0XG0Sr0fFBm3u5EY,checked,
Crumb Pit - No Crumbs,Dim Mak,LATAM Display,30000,11800,4000,https://www.youtube.com/watch?v=iVMkx_J-lno,4/18/2025,Complete,,,,checked,Yes,$180,Paid,https://docs.google.com/spreadsheets/d/1N7ddqZRLqf8hdasN9jWYOQLlAYsvL077RW8a35wcH0E/edit?gid=0#gid=0,checked,
Crumb Pit - No Crumbs,Dim Mak,EUR Website,10000,10000,,https://www.youtube.com/watch?v=iVMkx_J-lno,4/18/2025,Complete,checked,,,,Yes,$120,Paid,https://docs.google.com/spreadsheets/d/1N7ddqZRLqf8hdasN9jWYOQLlAYsvL077RW8a35wcH0E/edit?gid=0#gid=0,checked,
Laidback Luke & Nostalgix - 1000 BPM,Dim Mak,EUR Website,10000,10000,,https://www.youtube.com/watch?v=2KQZrFjSba8,4/18/2025,Complete,checked,,,,Yes,$120,Paid,https://docs.google.com/spreadsheets/d/1lYariKWRoM57u_ECg33flO3V11gbmBKlsozSX7IC6Lw/edit?gid=0#gid=0,checked,
Laidback Luke & Nostalgix - 1000 BPM,Dim Mak,LATAM Display,80000,44000,,https://www.youtube.com/watch?v=2KQZrFjSba8,4/18/2025,Complete,,,,checked,Yes,$480,Paid,https://docs.google.com/spreadsheets/d/1lYariKWRoM57u_ECg33flO3V11gbmBKlsozSX7IC6Lw/edit?gid=0#gid=0,checked,
IDK - CLOVER ONE TAKE,IDK,US/EUR Website,20000,20000,,https://www.youtube.com/watch?v=xc_B_YJMhko,4/16/2025,Complete,,,,,Yes,$250,Paid,https://docs.google.com/spreadsheets/d/1fRLYCjSNKqKcP_T94hlJ25P8Xf-NHmR2iDKmtShCm3E/edit?usp=sharing,,
Ookay - Walk Away,Dim Mak,LATAM Display,30000,0,4000,https://www.youtube.com/watch?v=TOcG7SNcdXM,4/11/2025,Complete,,,,checked,Yes,$180,Paid,https://docs.google.com/spreadsheets/d/14i6jfzKyTo_OSSJ4_af15udls46KVuosKtCSvNB_Ke8/edit?usp=sharing,,
Ookay - Walk Away,Dim Mak,EUR Website,10000,3000,,https://www.youtube.com/watch?v=TOcG7SNcdXM,4/11/2025,Complete,,,,,Yes,$120,Paid,https://docs.google.com/spreadsheets/d/14i6jfzKyTo_OSSJ4_af15udls46KVuosKtCSvNB_Ke8/edit?usp=sharing,,
Cheyenne Giles & Kelland - Losing My Mind,Dim Mak,EUR Website,10000,0,,https://www.youtube.com/watch?v=oeZ-iR_xl7I,4/10/2025,Complete,,,,checked,Yes,$120,Paid,https://docs.google.com/spreadsheets/d/1Q9kYaAATjlBG91pb6iHP2k8I-AcuKy6dervdWMGQd9k,checked,
Cheyenne Giles & Kelland - Losing My Mind,Dim Mak,LATAM Display,30000,-7000,4000,https://www.youtube.com/watch?v=oeZ-iR_xl7I,4/10/2025,Complete,,,,,Yes,$180,Paid,https://docs.google.com/spreadsheets/d/1Q9kYaAATjlBG91pb6iHP2k8I-AcuKy6dervdWMGQd9k,checked,
Dr Apollo & Jordan Grace - Take Me Away,Dim Mak,LATAM Display,35000,35000,4000,https://www.youtube.com/watch?v=wdbCuj5OZ2c,4/10/2025,Complete,,,,checked,Yes,$200,Paid,https://docs.google.com/spreadsheets/d/1icCsx3UFTA3EK7MpgjQS3sbclmX0XG0Sr0fFBm3u5EY,,
PLS&TY - Constellations,Dim Mak,LATAM Display,30000,-44000,4000,https://www.youtube.com/watch?v=PyJ3UE9jgPE,4/4/2025,Complete,,,,checked,Yes,$180,Paid,https://docs.google.com/spreadsheets/d/1v4JSIPVCeK0Db_I_DFHeUfOcWmdeP80EFaDuaaOz-rI,checked,
PLS&TY - Constellations,Dim Mak,EUR Website,10000,10000,,https://www.youtube.com/watch?v=PyJ3UE9jgPE,4/4/2025,Complete,,,,,Yes,$120,Paid,https://docs.google.com/spreadsheets/d/1v4JSIPVCeK0Db_I_DFHeUfOcWmdeP80EFaDuaaOz-rI,,
RayRay & Haus of Panda - Afterlife,Dim Mak,EUR Website,10000,10000,,https://www.youtube.com/watch?v=3Eo68UO_2zY,4/4/2025,Complete,,,,checked,Yes,$120,Paid,https://docs.google.com/spreadsheets/d/1v2y0g5NELQQwKSsO9NWw_Hc1KfchRQNE4eC60IhZHZA,,
RayRay & Haus of Panda - Afterlife,Dim Mak,LATAM Display,30000,-15000,4000,https://www.youtube.com/watch?v=3Eo68UO_2zY,4/4/2025,Complete,,,,,Yes,$180,Paid,https://docs.google.com/spreadsheets/d/1v2y0g5NELQQwKSsO9NWw_Hc1KfchRQNE4eC60IhZHZA,,
4B & GESES - Techno Bell,Dim Mak,LATAM Display,30000,30000,4000,https://www.youtube.com/watch?v=5GE2Tc4uMyM,3/28/2025,Complete,,,,checked,Yes,$180,Paid,https://docs.google.com/spreadsheets/d/1EM5QnN9RVLJyYnjz-kxgUvH3pLZOMfnRCic9SYRgcIU/edit?gid=0#gid=0,,
4B & GESES - Techno Bell ,Dim Mak,EUR Website,10000,10000,,https://www.youtube.com/watch?v=5GE2Tc4uMyM,3/28/2025,Complete,,,,,Yes,$120,Paid,https://docs.google.com/spreadsheets/d/1EM5QnN9RVLJyYnjz-kxgUvH3pLZOMfnRCic9SYRgcIU/edit?gid=0#gid=0,,
Carbon Sigil - RESCUE,Carbon Sigil,EUR Website,10000,10000,,https://www.youtube.com/watch?v=04LGCEv1ruY,3/28/2025,Complete,,,,,Yes,$120,Paid,N/A,,
"Partiboi69, Skream - Pound Town",Insomniac (Tylie),LATAM Display,130000,130000,,https://www.youtube.com/watch?v=ZOb4XIvpeP0,3/28/2025,Complete,,,,,Yes,$750,Paid,N/A,,
Thomas Gold & Faustix - Pump It,Dim Mak,EUR Website,10000,10000,,https://www.youtube.com/watch?v=gXEAI-SgmxI,3/28/2025,Complete,,,,checked,Yes,$120,Paid,https://docs.google.com/spreadsheets/d/1g97qdYyXm-O-Mm40GdMSNvzdNvlXIp3PeXWfA8EfhsU,,
Thomas Gold & Faustix - Pump It,Dim Mak,LATAM Display,30000,30000,4000,https://www.youtube.com/watch?v=gXEAI-SgmxI,3/28/2025,Complete,,,,,Yes,$180,Paid,https://docs.google.com/spreadsheets/d/1g97qdYyXm-O-Mm40GdMSNvzdNvlXIp3PeXWfA8EfhsU,,
Boombox Cartel LIVE @ Exchange LA,Monta,US Website,10000,10000,,https://www.youtube.com/watch?v=NU8VD3HXvcc&t=2s,3/25/2025,Complete,,,,,Yes,$130,Paid,https://docs.google.com/spreadsheets/d/1YJ13awHGiq2iiCcy3u05_3-yC4LbPD_lkqtPVYpjrSU,,
Boombox Cartel LIVE @ Exchange LA,Monta,LATAM Display,25000,25000,,https://www.youtube.com/watch?v=NU8VD3HXvcc&t=2s,3/25/2025,Complete,,,,,Yes,$170,Paid,https://docs.google.com/spreadsheets/d/1YJ13awHGiq2iiCcy3u05_3-yC4LbPD_lkqtPVYpjrSU,,
Bella Renee - Jaded ,Dim Mak,EUR Website,10000,10000,,https://www.youtube.com/watch?v=n9pHjyO6DLM,3/21/2025,Complete,,,,checked,Yes,$120,Paid,https://docs.google.com/spreadsheets/d/1GmzMfWFSsk12duswf6TofIp758BXhQxQ74TVs_ctYFQ,,
Bella Renee - Jaded ,Dim Mak,LATAM Display,30000,30000,4000,https://www.youtube.com/watch?v=n9pHjyO6DLM,3/21/2025,Complete,,,,,Yes,$180,Paid,https://docs.google.com/spreadsheets/d/1GmzMfWFSsk12duswf6TofIp758BXhQxQ74TVs_ctYFQ,,
Cheyenne Giles & Kelland - Lemme See Ya,Dim Mak,LATAM Display,30000,30000,4000,https://www.youtube.com/watch?v=HSqMnHg5iGU,3/21/2025,Complete,,,,checked,Yes,$180,Paid,https://docs.google.com/spreadsheets/d/1D0ar_HHf6d4rgCp0u2CzXkYepIgsxxYy4DOOxaZPXVY,,
Cheyenne Giles & Kelland - Lemme See Ya,Dim Mak,EUR Website,10000,10000,,https://www.youtube.com/watch?v=HSqMnHg5iGU,3/21/2025,Complete,,,,,Yes,$120,Paid,https://docs.google.com/spreadsheets/d/1D0ar_HHf6d4rgCp0u2CzXkYepIgsxxYy4DOOxaZPXVY,,
Code Red - A Moment In Time,Code Red,EUR Website,10000,10000,,https://www.youtube.com/watch?v=QkvwpcB709o,3/21/2025,Complete,,,,checked,Yes,$120,Paid,https://docs.google.com/spreadsheets/d/1_8Uf4TJ9olo4lI_dvjUkTpbubYxckp4Y0_YOmxY8thA,,
Code Red - A Moment In Time,Code Red,LATAM Display,20000,20000,4000,https://www.youtube.com/watch?v=QkvwpcB709o,3/21/2025,Complete,,,,,Yes,$180,Paid,https://docs.google.com/spreadsheets/d/1_8Uf4TJ9olo4lI_dvjUkTpbubYxckp4Y0_YOmxY8thA,,
IDK - Clover,IDK,WW Skip,500000,0,,https://www.youtube.com/watch?v=brsfopkIQvQ,3/21/2025,Complete,,,,checked,Yes,$900,Paid,https://docs.google.com/spreadsheets/d/1GYzKqkGtahFw-dVEicp3cA0trzllEQCo8a418L3_6IM/edit?gid=0#gid=0,checked,
Max Styler - I Know You Want To,Insomniac (Tylie),EUR Website,10000,10000,,https://www.youtube.com/watch?v=q5JTWWjILrc,3/17/2025,Complete,,,,,Yes,$120,Paid,https://docs.google.com/spreadsheets/d/1nz2_H_oieMNJUqH_DdrVHeBHPoTVheoOxuAvS-fg-3I,,
Max Styler - I Know You Want To,Insomniac (Tylie),LATAM Display,25000,25000,,https://www.youtube.com/watch?v=q5JTWWjILrc,3/17/2025,Complete,,,,,Yes,$130,Paid,https://docs.google.com/spreadsheets/d/1nz2_H_oieMNJUqH_DdrVHeBHPoTVheoOxuAvS-fg-3I,,
Nostalgix - Power [Asdek Remix],Dim Mak,LATAM Display,18000,18000,,https://www.youtube.com/watch?v=hgfxc-GfQyA,3/17/2025,Complete,,,,checked,Yes,$100,Paid,N/A,,
Nostalgix - Power [Manila Killa Remix],Dim Mak,LATAM Display,18000,18000,,https://www.youtube.com/watch?v=NP7ufe7FVCg,3/17/2025,Complete,,,,checked,Yes,$100,Paid,N/A,,
Nostalgix - Power [SPORTSMODE Remix],Dim Mak,LATAM Display,18000,18000,,https://www.youtube.com/watch?v=hgfxc-GfQyA,3/17/2025,Complete,,,,checked,Yes,$100,Paid,N/A,,
"Crumb Pit - Lights, Camera, Action",Dim Mak,EUR Website,10000,10000,,https://www.youtube.com/watch?v=zOjQzLS8oXw,3/14/2025,Complete,,,,checked,Yes,$120,Paid,https://docs.google.com/spreadsheets/d/1WB2ZzDEDkUyd5Z17p0VK6en8q3vT0XpXPz_PFlt4tMw/edit?usp=sharing,,
"Crumb Pit - Lights, Camera, Action",Dim Mak,LATAM Display,30000,30000,4000,https://www.youtube.com/watch?v=zOjQzLS8oXw,3/14/2025,Complete,,,,,Yes,$120,Paid,https://docs.google.com/spreadsheets/d/1WB2ZzDEDkUyd5Z17p0VK6en8q3vT0XpXPz_PFlt4tMw/edit?usp=sharing,,
IDK - Tiny Desk 2.0,IDK,WW Skip,500000,350000,,https://www.youtube.com/watch?v=tVdp-IcRyYg,3/11/2025,Complete,,,,checked,Yes,$1800,Paid,https://docs.google.com/spreadsheets/d/14A3DRVvCMj3ZLsAN-tUpV53a8-vsGQd7fFMeZP8hVrU,checked,
Callie Reiff - Crazy Girl,Dim Mak,EUR Website,10000,10000,,https://www.youtube.com/watch?v=NoyRXsJ1D7w,3/7/2025,Complete,,,,checked,Yes,$120,Paid,https://docs.google.com/spreadsheets/d/1XR3GiDnk_SmQNL5iYhusm-bJvCXxhnPvvOaz_ieiFac,,
Callie Reiff - Crazy Girl,Dim Mak,LATAM Display,30000,30000,,https://www.youtube.com/watch?v=NoyRXsJ1D7w,3/7/2025,Complete,,,,,Yes,$180,Paid,https://docs.google.com/spreadsheets/d/1XR3GiDnk_SmQNL5iYhusm-bJvCXxhnPvvOaz_ieiFac,,
Laidback Luke - It Clicked,Dim Mak,US Website,20000,20000,,https://youtu.be/VNOancR690I,3/7/2025,Complete,,,,checked,Yes,$260,Paid,https://docs.google.com/spreadsheets/d/1nxmPH_blxrjOZUi7jIqf5g2JlO463lXKXNTJ2n_SbZU,,
Laidback Luke - It Clicked,Dim Mak,LATAM Display,100000,100000,,https://youtu.be/VNOancR690I,3/7/2025,Complete,,,,,Yes,$560,Paid,https://docs.google.com/spreadsheets/d/1nxmPH_blxrjOZUi7jIqf5g2JlO463lXKXNTJ2n_SbZU,,
Laidback Luke - It Clicked,Dim Mak,EUR Website,10000,10000,,https://youtu.be/VNOancR690I,3/7/2025,Complete,,,,,Yes,$120,Paid,https://docs.google.com/spreadsheets/d/1nxmPH_blxrjOZUi7jIqf5g2JlO463lXKXNTJ2n_SbZU,,
PLS&TY - Leave The Light On,Dim Mak,WW Website,25000,25000,,https://www.youtube.com/watch?v=47kDGpBTXxw,3/7/2025,Complete,,,,,Yes,$100,Paid,https://docs.google.com/spreadsheets/d/1_6nj5wiGD34VvY8b_y_Q1j3DJZfnY-xp6I_-FlGJUG4,,
PLS&TY - Leave The Light On,Dim Mak,LATAM Display,50000,50000,,https://www.youtube.com/watch?v=47kDGpBTXxw,3/7/2025,Complete,,,,,Yes,$280,Paid,https://docs.google.com/spreadsheets/d/1_6nj5wiGD34VvY8b_y_Q1j3DJZfnY-xp6I_-FlGJUG4,,
PLS&TY - Leave The Light On,Dim Mak,EUR Website,10000,10000,,https://www.youtube.com/watch?v=47kDGpBTXxw,3/7/2025,Complete,,,,,Yes,$120,Paid,https://docs.google.com/spreadsheets/d/1_6nj5wiGD34VvY8b_y_Q1j3DJZfnY-xp6I_-FlGJUG4,,
Claudia Valentina - When I’m High,Electric Feel,US Website Ads,10000,10000,,https://www.youtube.com/watch?v=4us6hJE7fJs,3/1/2025,Complete,,,,checked,Yes,$125,Paid,https://docs.google.com/spreadsheets/d/17mSs4zM_ywwnit5PxfSKHFfpt5aBSV6hgds7XLDV44M/edit?gid=0#gid=0,,
Claudia Valentina - When I’m High,Electric Feel,WW Display,50000,50000,,https://www.youtube.com/watch?v=4us6hJE7fJs,3/1/2025,Complete,,,,,Yes,$450,Paid,https://docs.google.com/spreadsheets/d/17mSs4zM_ywwnit5PxfSKHFfpt5aBSV6hgds7XLDV44M/edit?gid=0#gid=0,,
Claudia Valentina - When I’m High,Electric Feel,EUR Website,50000,50000,,https://www.youtube.com/watch?v=4us6hJE7fJs,3/1/2025,Complete,,,checked,,Yes,$500,Paid,https://docs.google.com/spreadsheets/d/17mSs4zM_ywwnit5PxfSKHFfpt5aBSV6hgds7XLDV44M/edit?gid=0#gid=0,,
Code RED - Closer,Code Red,US Website,10000,10000,,https://youtu.be/FdhVDvW_pKg,3/1/2025,Complete,,,,,Yes,$130,Paid,https://docs.google.com/spreadsheets/d/1g3w1Rb0b1r0mx4xbC_ZD1Cy1qCUxpAWazB-cFiJJb2Y/edit?usp=sharing,,
Code RED - Closer,Code Red,LATAM Display,30000,30000,,https://youtu.be/FdhVDvW_pKg,3/1/2025,Complete,,,,,Yes,$170,Paid,https://docs.google.com/spreadsheets/d/1g3w1Rb0b1r0mx4xbC_ZD1Cy1qCUxpAWazB-cFiJJb2Y/edit?usp=sharing,,
GORDO'S DILLEMA,Medium Rare,LATAM Display,100000,100000,,https://www.youtube.com/watch?v=KBYGI8cx3R0&pp=ygUFZ29yZG8%3D,3/1/2025,Complete,,,,,Yes,$550,Paid,https://docs.google.com/spreadsheets/d/124Uk67SvFMBBH0zfKYrZ8RKOyLVwUL6VvafLhhxAmbo/edit,,
4B - Watch Me,Dim Mak,US Website,10000,10000,,https://www.youtube.com/watch?v=P9sz0uUA1-k,2/28/2025,Complete,,,,,Yes,$130,Paid,https://docs.google.com/spreadsheets/d/1DGFgb1Ot9FKdM_U9Ll1YZIgT6eMqgpOP-C35AhgFW4c/edit?gid=0#gid=0,,
4B - Watch Me,Dim Mak,LATAM Display,30000,30000,,https://www.youtube.com/watch?v=P9sz0uUA1-k,2/28/2025,Complete,,,,,Yes,$170,Paid,https://docs.google.com/spreadsheets/d/1DGFgb1Ot9FKdM_U9Ll1YZIgT6eMqgpOP-C35AhgFW4c/edit?gid=0#gid=0,,
NIIKO X SWAE - Drop It Low,Dim Mak,LATAM Display,30000,30000,,https://www.youtube.com/watch?v=w50O5aUjKQs,2/28/2025,Complete,,,,checked,Yes,$170,Paid,https://docs.google.com/spreadsheets/d/1Q7ksEKtve0vvYSkqBG1reOSeXJaJpx7DwVmqIvVPbBU,,
NIIKO X SWAE - Drop It Low,Dim Mak,US Website,10000,10000,,https://www.youtube.com/watch?v=w50O5aUjKQs,2/28/2025,Complete,,,,,Yes,$130,Paid,https://docs.google.com/spreadsheets/d/1Q7ksEKtve0vvYSkqBG1reOSeXJaJpx7DwVmqIvVPbBU,,
Wacotron - Been A Minute,Shalizi Group,US Website,80000,80000,,https://www.youtube.com/watch?v=FbyRwvpWgcg,2/28/2025,Complete,,,,checked,Yes,$1000,Paid,https://docs.google.com/spreadsheets/d/1H3tTeTvWxVt4XPsTz1FrVaZ4Te2y-hCR6rL-yoPk0r0/edit?usp=sharing,,
Wale the Sage - Close To Heaven,Shalizi Group,US Website,20000,20000,,https://www.youtube.com/watch?v=Do4YkXk548s,2/28/2025,Complete,,,,checked,Yes,$260,Paid,https://docs.google.com/spreadsheets/d/1EB-cDo0SzuUGYYqVjijYpP8Frij-TzsBcfqUifhKo0o/edit?usp=sharing,,
Wale the Sage - Close To Heaven,Shalizi Group,WW Display,35000,35000,,https://www.youtube.com/watch?v=Do4YkXk548s,2/28/2025,Complete,,,,,Yes,$240,Paid,https://docs.google.com/spreadsheets/d/1EB-cDo0SzuUGYYqVjijYpP8Frij-TzsBcfqUifhKo0o/edit?usp=sharing,,
Bomb (Carbon Sigil Remix),Carbon Sigil,EUR Display,10000,10000,,https://youtu.be/X1NbQLvqRM4,2/26/2025,Complete,,,,checked,Yes,$100,Paid,https://docs.google.com/spreadsheets/d/1NSgzivl-WDomV57BXjzSyWAWbxjxTpcIp_bObNgzLwg/edit?usp=sharing,,
IDK - MILES TRUMPET 2,Prairy,WW Display,25000,25000,,https://www.youtube.com/watch?v=X8OxDwpY2NE,2/25/2025,Complete,,,,checked,Yes,$175,Paid,https://docs.google.com/spreadsheets/d/1MoWlmtbKoi7nMfExRVUi84F8_vmqvYraVhMsZpt2Riw/edit?usp=sharing,,
